Element	Ion	Isotope	lambda	r_lambda	loggf	e_loggf	r_loggf	gfflag	synflag	Labellow	Jlow	Elow	r_Elow	Labelup	Jup	Eup	r_Eup	Rad-damp	r_Rad-damp	Sta-damp	r_Sta-damp	Vdw-damp	r_Vdw-damp
Nd	2	146	5533.82	HLSC	-1.23		HLSC	Y	U	'  LS                                                  4f4.(5I).6s                       4I'	6.5	0.559	HLSC	'                                                                                       4K*'	6.5	2.799	HLSC						
Nd	2	148	5533.82	HLSC	-1.23		HLSC	Y	U	'  LS                                                  4f4.(5I).6s                       4I'	6.5	0.559	HLSC	'                                                                                       4K*'	6.5	2.799	HLSC						
Nd	2	142	5533.82	HLSC	-1.23		HLSC	Y	U	'  LS                                                  4f4.(5I).6s                       4I'	6.5	0.559	HLSC	'                                                                                       4K*'	6.5	2.799	HLSC						
Fe	2	0	5534.838	K13	-2.865		RU	U	U	'  LS                                                                       3d6.(3H).4s b2H'	5.5	3.245	K13	'  LS                                                                      3d6.(5D).4p z4F*'	4.5	5.484	K13	8.46	K13	-6.52	K13	178.239	BA-J,BPM
Fe	1	0	5536.5801	FMW	-3.71	0.09	MRW	U	U	'  LS                                                                   3p6.3d7.(4P).4s b3P'	2.0	2.832	K07	'  LS                                                        3p6.3d6.(a3P).4s.4p.(3P*) z5S*'	2.0	5.07	K07	7.48	K07	-6.2	K07	208.263	BA-J,BPM
Fe	1	0	5538.5158	K07	-1.54	0.06	2014MNRAS.441.3127R	Y	U	'  LS                                                                  3p6.3d7.(4F).4p y5D*'	1.0	4.218	K07	'  LS                                                         3p6.3d6.(5D).4s.\ (6D).4d e5P'	2.0	6.456	K07	8.45	K07	-4.47	K07	-7.48	K07
Fe	1	0	5539.28	FMW	-2.56	0.06	MRW	U	U	'  LS                                                                        -          b3D'	3.0	3.642	K07	'  LS                                                                  -                1D*'	2.0	5.879	K07	7.51	K07	-6.14	K07	383.26	BA-J,BPM
Fe	1	0	5543.9356	K07	-1.04	0.05	MRW	U	Y	'  LS                                                                  3p6.3d7.(4F).4p y5D*'	1.0	4.218	K07	'  LS                                                         3p6.3d6.(5D).4s.\ (4D).5s g5D'	2.0	6.453	K07	8.48	K07	-5.57	K07	742.238	BA-J,BPM
Y 	2	0	5544.611	HLGBW	-0.83		BBEHL	Y	U	'  LS                                                                        4d2        a3P'	1.0	1.738	HLGBW	'  LS                                                                      4d.(2D).5p  y3P*'	0.0	3.974	HLGBW					-7.75	K11
Fe	1	0	5546.5058	K07	-1.21	0.05	MRW	Y	U	'  LS                                                                  3p6.3d7.(4F).4p z5G*'	4.0	4.371	K07	'  LS                                                                   3p6.3d7.(4F).4d f5G'	5.0	6.606	K07	8.31	K07	-5.06	K07	825.278	BA-J,BPM
Nd	2	143	5548.4307	HLSC	-1.303		HLSC	Y	U	'  LS                                                  4f4.(5I).5d                       6L'	5.5	0.55	HLSC	'                                                                                         *'	4.5	2.784	HLSC						
Nd	2	145	5548.4317	HLSC	-1.279		HLSC	Y	U	'  LS                                                  4f4.(5I).5d                       6L'	5.5	0.55	HLSC	'                                                                                         *'	4.5	2.784	HLSC						
Nd	2	144	5548.433	HLSC	-1.27		HLSC	Y	U	'  LS                                                  4f4.(5I).5d                       6L'	5.5	0.55	HLSC	'                                                                                         *'	4.5	2.784	HLSC						
Nd	2	142	5548.433	HLSC	-1.27		HLSC	Y	U	'  LS                                                  4f4.(5I).5d                       6L'	5.5	0.55	HLSC	'                                                                                         *'	4.5	2.784	HLSC						
Nd	2	146	5548.433	HLSC	-1.27		HLSC	Y	U	'  LS                                                  4f4.(5I).5d                       6L'	5.5	0.55	HLSC	'                                                                                         *'	4.5	2.784	HLSC						
Nd	2	148	5548.433	HLSC	-1.27		HLSC	Y	U	'  LS                                                  4f4.(5I).5d                       6L'	5.5	0.55	HLSC	'                                                                                         *'	4.5	2.784	HLSC						
Nd	2	150	5548.433	HLSC	-1.27		HLSC	Y	U	'  LS                                                  4f4.(5I).5d                       6L'	5.5	0.55	HLSC	'                                                                                         *'	4.5	2.784	HLSC						
Nd	2	145	5548.442	HLSC	-2.97		HLSC	Y	U	'  LS                                                  4f4.(5I).5d                       6L'	5.5	0.55	HLSC	'                                                                                         *'	4.5	2.784	HLSC						
Nd	2	143	5548.4431	HLSC	-2.414		HLSC	Y	U	'  LS                                                  4f4.(5I).5d                       6L'	5.5	0.55	HLSC	'                                                                                         *'	4.5	2.784	HLSC						
Nd	2	143	5548.4561	HLSC	-4.036		HLSC	Y	U	'  LS                                                  4f4.(5I).5d                       6L'	5.5	0.55	HLSC	'                                                                                         *'	4.5	2.784	HLSC						
Fe	1	0	5552.6918	K07	-1.89	0.09	MRW	U	U	'  LS                                                         3p6.3d6.(5D).4s.4p.(1P*) x5D*'	3.0	4.956	K07	'  LS                                                         3p6.3d6.(5D).4s.\ (4D).5d i5D'	2.0	7.188	K07	8.75	K07	-5.25	K07	634.271	BA-J,BPM
Al	1	0	5557.063	WSM	-2.104		1995JPhB...28.3485M	U	U	'  LS                                                                   3s2.4s           2S'	0.5	3.143	WSM	'  LS                                                                  3s2.6p           2P*'	1.5	5.373	WSM						
Fe	1	0	5560.2115	K07	-1.09	0.05	MRW	Y	U	'  LS                                                                  3p6.3d7.(4F).4p z3G*'	4.0	4.435	K07	'  LS                                                                   3p6.3d7.(4F).4d f3D'	3.0	6.664	K07	8.28	K07	-4.24	K07	895.278	BA-J,BPM
Fe	1	0	5569.618	K07	-0.517	0.01	BK+GESHRL14	Y	Y	'  LS                                                         3p6.3d6.(5D).4s.4p.(3P*) z5F*'	2.0	3.417	K07	'  LS                                                         3p6.3d6.(5D).4s.\ (6D).5s e5D'	1.0	5.642	K07	8.06	K07	-5.38	K07	848.233	BA-J,BPM
Mo	1	0	5570.444	WBb	-0.337		WBb	Y	U	'  LS                                               4d5.(6S).5s                         a5S'	2.0	1.335	WBb	'  LS                                                  4d5.(6S).5p                     z5P*'	1.0	3.56	WBb						
Fe	1	0	5572.8423	K07	-0.289	0.01	BKK+GESHRL14	Y	Y	'  LS                                                         3p6.3d6.(5D).4s.4p.(3P*) z5F*'	3.0	3.397	K07	'  LS                                                         3p6.3d6.(5D).4s.\ (6D).5s e5D'	2.0	5.621	K07	8.06	K07	-5.42	K07	835.235	BA-J,BPM
Fe	1	0	5573.102	K07	-1.295	0.027	BWL+GESHRL14	Y	Y	'  LS                                                                  3p6.3d7.(4F).4p y5D*'	2.0	4.191	K07	'  LS                                                         3p6.3d6.(5D).4s.\ (4D).5s e3D'	2.0	6.415	K07	8.54	K07	-5.57	K07	-7.57	K07
Fe	1	0	5576.0888	FMW	-0.9	0.04	MRW	Y	Y	'  LS                                                         3p6.3d6.(5D).4s.4p.(3P*) z5F*'	1.0	3.43	K07	'  LS                                                         3p6.3d6.(5D).4s.\ (6D).5s e5D'	0.0	5.653	K07	8.06	K07	-5.39	K07	854.232	BA-J,BPM
Ni	1	0	5578.7183	K08	-2.83		2014ApJS..211...20W	Y	U	'  LS                                                                      3d8.(1D).4s2 b1D'	2.0	1.676	K08	'  LS                                                                      3d9.(2D).4p z1D*'	2.0	3.898	K08	7.79	K08	-6.1	K08	297.306	BA-J,BPM
Nd	2	143	5581.5751	HLSC	-2.692		HLSC	Y	U	'  LS                                                  4f4.(5I).5d                       6K'	5.5	0.859	HLSC	'                                                                                         *'	5.5	3.08	HLSC						
Nd	2	145	5581.5843	HLSC	-1.807		HLSC	Y	U	'  LS                                                  4f4.(5I).5d                       6K'	5.5	0.859	HLSC	'                                                                                         *'	5.5	3.08	HLSC						
Nd	2	143	5581.5868	HLSC	-1.477		HLSC	Y	U	'  LS                                                  4f4.(5I).5d                       6K'	5.5	0.859	HLSC	'                                                                                         *'	5.5	3.08	HLSC						
Nd	2	146	5581.59	HLSC	-1.19		HLSC	Y	U	'  LS                                                  4f4.(5I).5d                       6K'	5.5	0.859	HLSC	'                                                                                         *'	5.5	3.08	HLSC						
Nd	2	142	5581.59	HLSC	-1.19		HLSC	Y	U	'  LS                                                  4f4.(5I).5d                       6K'	5.5	0.859	HLSC	'                                                                                         *'	5.5	3.08	HLSC						
Nd	2	148	5581.59	HLSC	-1.19		HLSC	Y	U	'  LS                                                  4f4.(5I).5d                       6K'	5.5	0.859	HLSC	'                                                                                         *'	5.5	3.08	HLSC						
Nd	2	145	5581.594	HLSC	-1.31		HLSC	Y	U	'  LS                                                  4f4.(5I).5d                       6K'	5.5	0.859	HLSC	'                                                                                         *'	5.5	3.08	HLSC						
Nd	2	143	5581.5985	HLSC	-1.534		HLSC	Y	U	'  LS                                                  4f4.(5I).5d                       6K'	5.5	0.859	HLSC	'                                                                                         *'	5.5	3.08	HLSC						
Nd	2	144	5581.6131	HLSC	-1.19		HLSC	Y	U	'  LS                                                  4f4.(5I).5d                       6K'	5.5	0.859	HLSC	'                                                                                         *'	5.5	3.08	HLSC						
Nd	2	150	5581.6448	HLSC	-1.19		HLSC	Y	U	'  LS                                                  4f4.(5I).5d                       6K'	5.5	0.859	HLSC	'                                                                                         *'	5.5	3.08	HLSC						
Ca	1	0	5581.965	SR+Sm	-0.555	0.009	SR	Y	U	'  LS                                                                          3p6.3d.4s 3D'	2.0	2.523	SR+Sm	'  LS                                                                        3p6.3d.4p  3D*'	3.0	4.744	SR+Sm	7.85	K07	-6.07	K07	400.282	BA-J,BPM
Fe	1	0	5584.7646	K07	-2.22	0.06	MRW	U	U	'  LS                                                                   3p6.3d7.(2H).4s a1H'	5.0	3.573	K07	'  LS                                                                  3p6.3d7.(4P).4p u5D*'	4.0	5.793	K07	8.24	K07	-5.75	K07	296.271	BA-J,BPM
Fe	1	0	5586.7555	K07	-0.111	0.009	BKK+BWL+GESHRL14	Y	Y	'  LS                                                         3p6.3d6.(5D).4s.4p.(3P*) z5F*'	4.0	3.368	K07	'  LS                                                         3p6.3d6.(5D).4s.\ (6D).5s e5D'	3.0	5.587	K07	8.06	K07	-5.38	K07	817.238	BA-J,BPM
Fe	1	0	5587.574	FMW	-1.75	0.1	MRW	U	U	'  LS                                                                           3p6.3d8 c3F'	3.0	4.143	K07	'  LS                                                                 3p6.3d7.(a2D).4p v3F*'	4.0	6.361	K07	7.68	K07	-6.02	K07	-7.8	K07
Ni	1	0	5587.8578	K08	-2.39		2014ApJS..211...20W	Y	U	'  LS                                                                      3d8.(3P).4s2 a3P'	2.0	1.935	K08	'  LS                                                             3d8.(3F).4s.4p.(3P*) y3D*'	3.0	4.154	K08	8.15	K08	-6.15	K08	227.268	BA-J,BPM
Ca	1	0	5588.749	SR+Sm	0.358	0.011	SR	Y	Y	'  LS                                                                          3p6.3d.4s 3D'	3.0	2.526	SR+Sm	'  LS                                                                        3p6.3d.4p  3D*'	3.0	4.744	SR+Sm	7.85	K07	-6.07	K07	400.282	BA-J,BPM
Ca	1	0	5590.114	SR+Sm	-0.571	0.011	SR	Y	Y	'  LS                                                                          3p6.3d.4s 3D'	1.0	2.521	SR+Sm	'  LS                                                                        3p6.3d.4p  3D*'	2.0	4.739	SR+Sm	7.85	K07	-6.07	K07	399.282	BA-J,BPM
Co	1	0	5590.6624	K08	-2.336		1982ApJ...260..395C	Y	U	'  LS                                                                   3p6.3d8.(1D).4s a2D'	1.5	2.042	K08	'  LS                                                         3p6.3d7.(4F).4s.4p.(3P*) z2D*'	1.5	4.259	K08	7.2	K08	-6.23	K08	-7.82	K08
Co	1	0	5590.7344	K08	-2.424		1982ApJ...260..395C	Y	U	'  LS                                                                   3p6.3d8.(1D).4s a2D'	1.5	2.042	K08	'  LS                                                         3p6.3d7.(4F).4s.4p.(3P*) z2D*'	1.5	4.259	K08	7.2	K08	-6.23	K08	-7.82	K08
Co	1	0	5590.792	K08	-2.533		1982ApJ...260..395C	Y	U	'  LS                                                                   3p6.3d8.(1D).4s a2D'	1.5	2.042	K08	'  LS                                                         3p6.3d7.(4F).4s.4p.(3P*) z2D*'	1.5	4.259	K08	7.2	K08	-6.23	K08	-7.82	K08
Co	1	0	5590.8353	K08	-2.679		1982ApJ...260..395C	Y	U	'  LS                                                                   3p6.3d8.(1D).4s a2D'	1.5	2.042	K08	'  LS                                                         3p6.3d7.(4F).4s.4p.(3P*) z2D*'	1.5	4.259	K08	7.2	K08	-6.23	K08	-7.82	K08
V 	1	0	5592.921	K09	-5.814		1985A&A...153..109W	Y	U	'  LS                                                                           3d3.4s2 a4F'	3.5	0.04	K09	'  LS                                                             3d3.(4F).4s.4p.(3P*) z6D*'	2.5	2.256	K09	6.5	K09	-6.15	K09	237.252	BA-J,BPM
V 	1	0	5592.9394	K09	-4.622		1985A&A...153..109W	Y	U	'  LS                                                                           3d3.4s2 a4F'	3.5	0.04	K09	'  LS                                                             3d3.(4F).4s.4p.(3P*) z6D*'	2.5	2.256	K09	6.5	K09	-6.15	K09	237.252	BA-J,BPM
V 	1	0	5592.9571	K09	-3.755		1985A&A...153..109W	Y	U	'  LS                                                                           3d3.4s2 a4F'	3.5	0.04	K09	'  LS                                                             3d3.(4F).4s.4p.(3P*) z6D*'	2.5	2.256	K09	6.5	K09	-6.15	K09	237.252	BA-J,BPM
V 	1	0	5592.9746	K09	-3.609		1985A&A...153..109W	Y	U	'  LS                                                                           3d3.4s2 a4F'	3.5	0.04	K09	'  LS                                                             3d3.(4F).4s.4p.(3P*) z6D*'	2.5	2.256	K09	6.5	K09	-6.15	K09	237.252	BA-J,BPM
V 	1	0	5592.994	K09	-3.849		1985A&A...153..109W	Y	U	'  LS                                                                           3d3.4s2 a4F'	3.5	0.04	K09	'  LS                                                             3d3.(4F).4s.4p.(3P*) z6D*'	2.5	2.256	K09	6.5	K09	-6.15	K09	237.252	BA-J,BPM
V 	1	0	5604.9012	K09	-1.644		1985A&A...153..109W	Y	Y	'  LS                                                                       3d4.(5D).4s a4D'	0.5	1.043	K09	'  LS                                                                      3d4.(5D).4p y4D*'	1.5	3.255	K09	8.02	K09	-5.96	K09	343.237	BA-J,BPM
